MSSubClass,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SalePrice,outdoorAreaSF
30,59.0,8263,IDOTRR,1Story,6,5,1920,BrkFace,BrkFace,None,0.0,BrkTil,TA,Unf,1012,TA,1012,0,1,2,TA,6,1,Gd,Detchd,Unf,1,308,5,2007,118400,134
20,84.0,10084,CollgCr,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,196.0,PConc,Gd,GLQ,1552,Ex,1552,0,2,3,Gd,7,0,none,Attchd,RFn,3,782,7,2006,212900,164
20,90.4186046511628,8926,Edwards,1Story,4,3,1956,AsbShng,AsbShng,None,0.0,CBlock,TA,Unf,672,Ex,960,0,1,3,TA,5,0,none,Basment,Unf,1,288,10,2009,112000,224
20,50.0,9405,Edwards,1Story,5,9,1947,VinylSd,VinylSd,None,0.0,CBlock,TA,Unf,698,Ex,698,0,1,2,TA,4,0,none,none,none,0,0,6,2009,118000,200
80,90.4186046511628,9125,Gilbert,SLvl,7,5,1992,HdBoard,HdBoard,BrkFace,170.0,PConc,Gd,Unf,384,Gd,1482,0,2,3,Gd,7,1,TA,Attchd,Fin,2,392,7,2007,163900,125
20,60.0,10434,NAmes,1Story,4,5,1955,Plywood,Plywood,None,0.0,CBlock,TA,Unf,1005,TA,1005,0,1,2,Fa,5,1,TA,Detchd,Unf,2,672,11,2009,115000,0
120,53.0,3684,Blmngtn,1Story,7,5,2007,VinylSd,VinylSd,BrkFace,130.0,PConc,Gd,Unf,1373,Ex,1555,0,2,2,Gd,7,1,TA,Attchd,Fin,3,660,6,2009,174000,163
20,182.0,14572,Gilbert,1Story,7,5,2004,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,1530,Ex,1530,1,2,3,Gd,7,1,Gd,Attchd,Fin,3,630,11,2007,259000,180
60,59.0,11796,Gilbert,2Story,7,5,2004,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,847,Ex,1959,0,2,4,Gd,8,1,Gd,BuiltIn,Fin,2,434,7,2007,215000,148
90,60.0,7200,OldTown,SFoyer,5,5,1980,MetalSd,MetalSd,BrkFace,180.0,CBlock,Gd,GLQ,936,TA,936,1,1,2,TA,4,0,none,Detchd,Unf,2,672,8,2007,140000,49
50,65.0,7804,SWISU,1.5Fin,4,3,1928,WdShing,Plywood,None,0.0,BrkTil,TA,BLQ,1122,TA,1981,1,2,4,Gd,7,2,TA,Detchd,Unf,2,576,12,2009,135000,475
20,63.0,10712,Mitchel,1Story,5,5,1991,HdBoard,HdBoard,None,0.0,PConc,Gd,BLQ,974,TA,974,0,1,3,TA,5,0,none,none,none,0,0,9,2007,93500,28
70,90.0,9900,OldTown,2Story,6,4,1880,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,1008,TA,2210,0,2,5,Fa,8,0,none,Detchd,Unf,1,205,5,2007,117500,48
60,80.0,9828,SawyerW,2Story,8,5,1995,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,1128,Ex,2020,0,2,3,Gd,8,1,TA,Attchd,RFn,2,466,6,2009,239500,155
60,57.0,8773,Gilbert,2Story,6,5,1997,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,916,Gd,1600,0,2,3,TA,7,1,TA,Attchd,Fin,2,460,8,2007,169000,138
30,60.0,6180,BrkSide,1Story,6,5,1926,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,960,TA,986,0,1,2,TA,5,1,Gd,Detchd,Unf,1,180,5,2007,102000,128
50,80.0,9600,NAmes,1.5Fin,6,5,1950,VinylSd,VinylSd,None,0.0,CBlock,TA,BLQ,1032,TA,1252,0,1,3,TA,6,0,none,Attchd,Unf,1,288,4,2008,119000,96
50,54.0,6342,Sawyer,1.5Fin,5,8,1875,VinylSd,VinylSd,None,0.0,CBlock,TA,Unf,780,Gd,1020,0,1,2,TA,6,0,none,none,none,0,0,5,2010,94000,176
20,90.4186046511628,9819,Mitchel,1Story,6,5,1977,Plywood,ImStucc,None,0.0,PConc,TA,ALQ,1567,TA,1567,1,2,2,Gd,5,2,TA,Attchd,RFn,2,714,5,2009,196000,296
30,98.0,8731,BrkSide,1Story,5,5,1920,Stucco,Stucco,None,0.0,BrkTil,TA,BLQ,915,TA,1167,0,1,3,TA,6,1,Gd,Detchd,Unf,2,495,5,2007,144000,342
20,60.0,7350,NAmes,1Story,5,7,1951,HdBoard,HdBoard,None,0.0,CBlock,TA,ALQ,952,TA,952,1,1,2,TA,4,0,none,Detchd,Unf,2,840,6,2008,139000,0
60,90.4186046511628,10304,NWAmes,2Story,5,7,1976,Plywood,Plywood,BrkFace,44.0,CBlock,TA,ALQ,780,Ex,1868,1,2,4,Gd,9,1,TA,Attchd,Unf,2,484,10,2009,197500,544
60,77.0,9965,CollgCr,2Story,8,5,2006,VinylSd,VinylSd,Stone,340.0,PConc,Ex,GLQ,1466,Ex,2828,1,3,4,Gd,11,1,TA,BuiltIn,RFn,3,1052,4,2007,424870,269
20,90.72093023255816,9000,Sawyer,1Story,5,3,1959,Wd Sdng,Plywood,None,0.0,CBlock,TA,GLQ,1006,TA,1006,0,1,3,TA,5,0,none,none,none,0,0,7,2008,80000,24
190,60.0,12180,Edwards,1.5Fin,4,4,1941,MetalSd,MetalSd,None,0.0,BrkTil,Gd,BLQ,672,Fa,924,1,1,2,Fa,5,0,none,Detchd,Unf,1,280,7,2010,80000,0
50,52.0,6240,BrkSide,1.5Fin,5,6,1928,MetalSd,MetalSd,None,0.0,BrkTil,TA,Unf,1042,Ex,1576,0,1,3,TA,8,1,Gd,Detchd,Unf,1,225,8,2006,149000,0
20,90.4186046511628,11200,SawyerW,1Story,6,5,1985,Wd Sdng,Wd Shng,BrkFace,85.0,CBlock,Gd,GLQ,1298,TA,1298,1,2,3,Gd,5,1,TA,Attchd,Unf,2,403,5,2006,180000,191
70,75.0,12000,Crawfor,2Story,7,7,1941,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,704,Ex,1564,0,1,3,Fa,7,1,Gd,Attchd,Unf,1,234,7,2009,174500,0
50,90.4186046511628,5700,OldTown,1.5Fin,7,7,1926,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,Unf,572,TA,1111,0,1,2,TA,5,1,Gd,Detchd,Unf,1,288,8,2008,116900,176
70,50.0,9000,OldTown,2Story,7,9,1920,VinylSd,VinylSd,None,0.0,PConc,TA,ALQ,650,Ex,1482,0,1,3,TA,7,0,none,Detchd,Unf,2,324,7,2009,143000,0
20,57.0,8280,NAmes,1Story,6,5,1950,BrkFace,BrkFace,None,0.0,CBlock,TA,Unf,932,Ex,932,0,1,2,Gd,4,1,Gd,Attchd,Unf,1,306,11,2007,124000,214
20,134.0,17755,Edwards,1Story,5,4,1959,HdBoard,Plywood,BrkFace,132.0,CBlock,TA,BLQ,1466,TA,1466,0,1,3,Fa,6,2,Gd,Attchd,Fin,2,528,11,2006,149900,240
20,90.0,14115,Crawfor,1Story,6,7,1956,Stone,Stone,None,0.0,PConc,TA,ALQ,1073,Ex,1811,0,1,2,Ex,6,1,Gd,Attchd,Fin,2,470,7,2006,230000,280
30,90.4186046511628,5890,IDOTRR,1Story,6,8,1930,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,ALQ,816,Ex,816,0,1,2,TA,5,0,none,Detchd,Unf,1,432,6,2008,120500,96
60,90.4186046511628,13700,NAmes,2Story,7,6,1965,VinylSd,VinylSd,Stone,288.0,CBlock,TA,ALQ,864,TA,1820,0,1,4,Gd,8,2,Gd,Attchd,Unf,2,492,5,2008,201800,417
20,90.0,10768,Veenker,1Story,5,8,1976,Plywood,Plywood,None,0.0,CBlock,Gd,ALQ,1437,TA,1437,1,2,3,Gd,6,1,Fa,Attchd,RFn,2,528,7,2007,218000,201
80,85.0,9350,NAmes,SLvl,5,8,1965,BrkFace,BrkFace,None,0.0,PConc,TA,ALQ,1219,Gd,1265,0,2,3,Gd,6,1,Gd,Attchd,RFn,2,502,10,2008,179900,92
120,34.0,5001,NridgHt,1Story,7,5,2007,VinylSd,VinylSd,Stone,166.0,PConc,Gd,GLQ,1314,Ex,1314,1,2,2,Gd,6,1,Gd,Attchd,RFn,2,626,7,2009,230000,234
20,92.0,11932,Somerst,1Story,8,5,2007,VinylSd,VinylSd,Stone,186.0,PConc,Gd,Unf,1580,Ex,1580,0,2,3,Gd,7,0,none,Attchd,RFn,3,830,6,2008,235128,24
60,76.0,9120,NWAmes,2Story,6,6,1974,HdBoard,HdBoard,BrkFace,270.0,CBlock,TA,ALQ,901,TA,1876,0,2,4,Gd,8,1,TA,Attchd,RFn,2,540,7,2008,185000,69
160,24.0,2280,NPkVill,2Story,6,5,1978,Plywood,Brk Cmn,None,0.0,CBlock,Gd,ALQ,855,Fa,1456,0,2,3,TA,7,1,TA,Attchd,Unf,2,440,7,2010,146000,26
20,90.4186046511628,14778,Crawfor,1Story,6,7,1954,HdBoard,HdBoard,BrkFace,72.0,CBlock,TA,BLQ,1296,Ex,1640,1,1,3,Gd,7,1,Gd,Detchd,Unf,2,924,11,2008,224000,108
20,109.0,8724,Sawyer,1Story,5,5,1968,VinylSd,VinylSd,None,0.0,CBlock,Gd,BLQ,894,Gd,894,0,1,3,TA,5,1,Po,Attchd,Fin,2,450,5,2007,129000,0
90,60.0,12900,Sawyer,SFoyer,4,4,1969,Plywood,Plywood,None,0.0,CBlock,Gd,GLQ,1198,TA,1258,2,0,0,TA,6,0,none,CarPort,Unf,2,400,1,2008,108959,120
80,90.4186046511628,16157,Veenker,SLvl,5,7,1978,Plywood,Plywood,None,0.0,PConc,Gd,ALQ,1360,Ex,1432,1,1,2,Gd,5,1,TA,Attchd,Unf,2,588,6,2007,194000,348
20,79.0,9541,NridgHt,1Story,7,5,2009,VinylSd,VinylSd,Stone,268.0,PConc,Gd,Unf,1502,Ex,1502,0,2,3,Gd,7,0,none,Attchd,RFn,2,644,9,2009,233170,114
20,64.0,10475,CollgCr,1Story,8,5,2008,VinylSd,VinylSd,Stone,72.0,PConc,Gd,Unf,1694,Ex,1694,0,2,3,Gd,7,0,none,Attchd,RFn,3,776,2,2010,245350,193
60,58.0,10852,Gilbert,2Story,6,5,2000,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,959,Ex,1671,1,2,3,TA,7,1,TA,Attchd,Fin,2,472,2,2006,173000,38
70,120.0,13728,Edwards,2Story,6,7,1935,Stucco,Stucco,None,0.0,CBlock,TA,Rec,1127,Ex,2108,0,2,4,Gd,7,2,TA,Basment,Unf,2,540,7,2008,235000,90
60,118.0,35760,NoRidge,2Story,10,5,1995,HdBoard,HdBoard,BrkFace,1378.0,PConc,Ex,GLQ,1930,Ex,3627,1,3,4,Gd,10,1,TA,Attchd,Fin,3,807,7,2006,625000,437
80,76.0,9880,Mitchel,SLvl,6,6,1977,Plywood,Plywood,None,0.0,CBlock,TA,ALQ,1096,TA,1118,1,1,3,TA,6,1,Po,Attchd,Fin,1,358,7,2008,171000,203
20,76.0,9120,NAmes,1Story,6,6,1958,MetalSd,MetalSd,None,0.0,CBlock,TA,ALQ,1261,Ex,1261,1,1,3,TA,6,1,TA,Attchd,RFn,2,433,11,2008,163000,288
160,35.0,4017,Somerst,2Story,7,5,2006,MetalSd,MetalSd,None,0.0,PConc,Gd,Unf,625,Ex,1250,0,2,2,Gd,5,0,none,Detchd,Fin,2,625,3,2008,171900,54
50,138.0,18030,ClearCr,1.5Fin,5,6,1946,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,1598,TA,3086,0,3,3,Ex,12,1,Gd,none,none,0,0,3,2007,200500,122
70,80.0,16560,Crawfor,2Story,6,8,1932,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Gd,Rec,952,TA,2345,0,2,4,TA,9,1,Gd,Detchd,Unf,2,360,7,2006,239000,0
50,85.0,10678,NoRidge,1.5Fin,8,5,1992,HdBoard,HdBoard,BrkFace,337.0,PConc,Gd,GLQ,1683,Ex,2872,0,2,4,Gd,9,1,TA,Attchd,Fin,2,541,4,2007,285000,33
20,37.0,6951,Mitchel,1Story,5,5,1984,HdBoard,Plywood,None,0.0,CBlock,TA,ALQ,876,TA,923,1,1,3,TA,5,0,none,Attchd,Unf,1,264,10,2008,119500,362
50,90.4186046511628,3950,OldTown,1.5Fin,6,8,1926,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,818,TA,1224,0,1,3,TA,5,0,none,Detchd,Unf,1,210,12,2009,115000,116
50,54.0,7681,Crawfor,1.5Fin,5,6,1921,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,731,Ex,1343,0,1,3,TA,7,1,Gd,Detchd,Unf,1,186,7,2009,154900,294
60,90.4186046511628,11170,Timber,2Story,7,5,1990,MetalSd,MetalSd,None,0.0,Wood,Gd,LwQ,1216,Ex,2514,0,2,4,TA,8,0,none,Attchd,Fin,2,693,4,2006,250000,0
120,64.0,5587,Crawfor,1Story,8,5,2008,CemntBd,CmentBd,Stone,186.0,PConc,Ex,GLQ,1600,Ex,1652,1,2,2,Gd,5,1,Gd,Attchd,Fin,2,482,11,2008,392500,215
60,160.0,15623,NoRidge,2Story,10,5,1996,Wd Sdng,ImStucc,None,0.0,PConc,Ex,GLQ,2396,Ex,4476,1,3,4,Ex,10,2,TA,Attchd,Fin,3,813,7,2007,745000,249
30,60.0,10800,OldTown,1Story,5,6,1920,Stucco,Stucco,None,0.0,BrkTil,TA,Rec,1120,Ex,1130,1,1,2,TA,5,1,Gd,Detchd,Unf,2,720,6,2006,120000,229
20,50.0,35133,Timber,1Story,5,4,1963,MetalSd,MetalSd,BrkFace,226.0,CBlock,TA,Rec,1572,Gd,1572,1,1,3,TA,5,2,TA,2Types,RFn,3,995,5,2007,186700,526
50,60.0,9738,Edwards,1.5Fin,5,7,1924,AsbShng,AsbShng,None,0.0,BrkTil,TA,BLQ,784,Gd,1221,1,1,4,TA,7,0,none,Attchd,Unf,1,392,3,2006,104900,236
190,107.0,10615,OldTown,2Story,3,5,1900,HdBoard,HdBoard,None,0.0,CBlock,Fa,BLQ,978,TA,1699,1,2,3,TA,7,0,none,CarPort,Unf,2,420,8,2009,95000,74
20,89.0,12461,NoRidge,1Story,8,5,1994,ImStucc,ImStucc,None,0.0,PConc,Gd,GLQ,1624,Ex,1624,1,2,2,Gd,5,1,Fa,Attchd,RFn,3,757,7,2006,262000,306
60,68.0,8935,CollgCr,2Story,7,5,2002,VinylSd,VinylSd,BrkFace,95.0,PConc,Gd,Unf,831,Ex,1660,0,2,3,Gd,7,0,none,Attchd,RFn,2,493,7,2009,195000,212
60,60.0,7500,Gilbert,2Story,7,5,1999,VinylSd,VinylSd,None,0.0,PConc,TA,Unf,994,Gd,1804,0,2,3,Gd,7,1,TA,Attchd,Fin,2,442,6,2010,189000,200
190,90.18604651162792,32463,Mitchel,1Story,4,4,1961,MetalSd,MetalSd,Stone,149.0,CBlock,TA,BLQ,1249,Ex,1622,1,1,3,TA,7,1,TA,2Types,Fin,4,1356,3,2007,168000,439
160,24.0,2645,Somerst,2Story,8,5,1999,MetalSd,MetalSd,BrkFace,456.0,PConc,Gd,Unf,776,Ex,1441,0,2,2,Gd,5,0,none,Detchd,Unf,2,492,11,2007,174000,206
50,60.0,9600,OldTown,1.5Fin,5,8,1925,VinylSd,VinylSd,None,0.0,PConc,TA,Unf,702,Gd,1472,0,1,3,Gd,6,0,none,Detchd,Unf,1,250,7,2007,125000,84
120,90.4186046511628,4500,Mitchel,1Story,6,5,1999,VinylSd,VinylSd,BrkFace,425.0,PConc,Ex,GLQ,1224,Ex,1224,1,2,2,TA,5,0,none,Attchd,Fin,2,402,6,2009,165000,304
60,80.0,9364,Sawyer,2Story,6,7,1969,HdBoard,HdBoard,Stone,143.0,CBlock,TA,ALQ,663,TA,1352,0,1,4,TA,7,0,none,Attchd,Fin,1,299,3,2010,158000,415
60,51.0,8029,Gilbert,2Story,6,5,2005,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,728,Ex,1456,0,2,3,Gd,8,0,none,Attchd,Fin,2,400,7,2008,176000,124
60,58.0,14054,Gilbert,2Story,7,5,2006,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,879,Ex,1863,0,2,4,Gd,9,1,Gd,BuiltIn,Fin,3,660,11,2006,219210,117
75,65.0,8850,OldTown,2.5Unf,7,6,1916,MetalSd,MetalSd,None,0.0,BrkTil,TA,Unf,815,Ex,1690,0,1,3,TA,7,1,Gd,Detchd,Unf,1,225,7,2006,144000,330
20,70.0,9100,CollgCr,1Story,7,5,2001,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,1212,Ex,1212,0,2,3,Gd,6,0,none,Attchd,RFn,2,573,6,2009,178000,356
20,75.0,11235,Sawyer,1Story,4,5,1963,HdBoard,HdBoard,BrkFace,51.0,CBlock,TA,Rec,1051,Gd,1382,0,1,3,TA,6,1,Po,Attchd,Unf,2,459,10,2006,148000,82
20,71.0,9353,NAmes,1Story,4,5,1970,MetalSd,MetalSd,None,0.0,CBlock,TA,Unf,864,Gd,864,0,1,3,TA,5,0,none,Attchd,Unf,1,280,7,2006,116050,0
60,80.0,10400,CollgCr,2Story,7,5,1998,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,866,Ex,1779,0,2,3,Gd,6,0,none,Attchd,RFn,2,546,3,2009,197900,234
50,50.0,6000,BrkSide,1.5Fin,5,8,1925,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,884,Ex,1348,1,1,3,TA,5,1,Fa,Detchd,Unf,1,216,5,2009,117000,208
20,75.0,9750,CollgCr,1Story,7,5,2000,VinylSd,VinylSd,BrkFace,171.0,PConc,Gd,Unf,1630,Ex,1630,0,2,3,Gd,6,1,TA,Attchd,Unf,2,451,10,2009,213000,308
20,78.0,10140,NWAmes,1Story,5,6,1975,HdBoard,HdBoard,None,0.0,CBlock,Gd,ALQ,1056,Ex,1074,1,1,3,TA,6,0,none,Attchd,RFn,2,495,7,2006,153500,88
20,90.0,14684,SawyerW,1Story,7,7,1990,HdBoard,HdBoard,BrkFace,234.0,CBlock,Gd,ALQ,2158,Gd,2196,0,2,3,Gd,7,1,TA,Attchd,RFn,3,701,6,2009,271900,154
20,90.4186046511628,8900,SawyerW,1Story,4,4,1966,HdBoard,HdBoard,None,0.0,CBlock,TA,Rec,1056,TA,1056,1,1,2,TA,5,0,none,Detchd,Unf,1,384,11,2006,107000,42
20,70.0,9135,CollgCr,1Story,6,5,2003,VinylSd,VinylSd,BrkFace,120.0,PConc,Gd,GLQ,1682,Ex,1700,1,2,3,Gd,7,0,none,Attchd,RFn,2,544,5,2006,200000,215
20,70.0,7763,NAmes,1Story,5,7,1962,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,931,TA,1283,1,1,3,TA,6,0,none,Detchd,Unf,2,506,10,2008,140000,0
20,85.0,10182,Somerst,1Story,8,5,2006,VinylSd,VinylSd,Stone,420.0,PConc,Ex,GLQ,1660,Ex,1660,1,2,3,Gd,8,1,Gd,Attchd,RFn,2,500,5,2006,290000,372
60,70.0,11218,SawyerW,2Story,6,5,1992,Wd Sdng,Wd Sdng,None,0.0,PConc,Gd,Unf,1055,Ex,1845,0,2,3,Gd,8,1,TA,Attchd,RFn,2,462,5,2010,189000,739
50,152.0,12134,Gilbert,1.5Fin,8,7,1988,Wd Sdng,Wd Sdng,None,0.0,Wood,Gd,GLQ,559,Gd,1752,0,2,4,TA,8,0,none,Basment,RFn,2,492,6,2010,164000,337
30,50.0,9340,Edwards,1Story,4,6,1941,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,672,TA,672,1,1,2,TA,4,0,none,Attchd,Unf,1,234,8,2009,113000,113
80,90.4186046511628,10246,Sawyer,SLvl,4,9,1965,VinylSd,VinylSd,None,0.0,CBlock,TA,GLQ,648,Ex,960,1,0,0,TA,3,0,none,Attchd,Unf,1,364,5,2006,145000,88
85,69.0,10205,NAmes,SFoyer,5,5,1962,MetalSd,MetalSd,None,0.0,CBlock,TA,BLQ,925,TA,999,1,1,3,TA,6,0,none,Attchd,Unf,1,300,5,2006,134500,222
20,99.0,7094,Sawyer,1Story,5,5,1966,VinylSd,VinylSd,None,0.0,CBlock,TA,Rec,894,TA,894,0,1,3,TA,5,0,none,Detchd,RFn,1,384,5,2007,125000,0
20,72.0,8640,Somerst,1Story,8,5,2009,CemntBd,CmentBd,Stone,72.0,PConc,Gd,GLQ,1300,Ex,1314,1,2,3,Gd,6,0,none,Attchd,RFn,2,552,9,2009,229456,247
160,21.0,1680,BrDale,2Story,6,5,1971,CemntBd,CmentBd,BrkFace,236.0,CBlock,TA,Unf,672,TA,1218,0,1,3,TA,7,0,none,none,none,0,0,4,2006,91500,201
20,66.0,7800,NAmes,1Story,5,5,1964,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,Rec,912,TA,912,0,1,2,TA,5,0,none,Attchd,Unf,1,288,11,2006,115000,0
20,55.0,8250,Sawyer,1Story,5,5,1968,HdBoard,HdBoard,None,0.0,CBlock,TA,BLQ,952,Ex,1211,0,1,3,TA,5,1,TA,Attchd,Unf,1,322,8,2008,134000,63
50,78.0,10496,NAmes,1.5Fin,6,6,1949,Wd Sdng,Wd Sdng,BrkFace,320.0,CBlock,TA,Rec,1040,Ex,1846,0,2,3,TA,7,1,Gd,Attchd,Unf,1,315,1,2007,143000,0
20,89.0,10680,NAmes,1Story,5,3,1951,Wd Sdng,Wd Sdng,BrkFace,44.0,CBlock,TA,LwQ,2136,TA,2136,0,2,4,TA,7,0,none,Detchd,Unf,2,528,10,2006,137900,30
60,60.0,15384,Gilbert,2Story,7,5,2004,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,788,Ex,1490,1,2,3,Gd,8,1,Gd,Attchd,Fin,2,388,2,2008,184000,175
80,65.0,10482,NAmes,SLvl,6,8,1958,VinylSd,VinylSd,BrkFace,63.0,CBlock,TA,GLQ,588,Ex,1138,0,1,3,TA,6,0,none,Attchd,RFn,1,264,6,2007,145000,224
60,86.0,14598,Somerst,2Story,6,5,2007,VinylSd,VinylSd,Stone,74.0,PConc,Gd,Unf,894,Ex,1933,0,2,4,Gd,9,1,Gd,BuiltIn,Fin,3,668,1,2008,214000,118
20,72.0,8872,NAmes,1Story,5,8,1965,VinylSd,VinylSd,BrkFace,300.0,CBlock,TA,ALQ,912,Ex,912,1,1,2,Gd,5,0,none,Detchd,Unf,2,576,12,2008,147000,240
120,65.0,8769,NridgHt,1Story,9,5,2008,MetalSd,MetalSd,BrkFace,766.0,PConc,Ex,GLQ,1702,Ex,1702,1,1,1,Ex,7,1,Gd,Attchd,Fin,3,1052,10,2008,367294,296
80,70.0,7910,NAmes,SLvl,5,5,1960,BrkFace,HdBoard,None,0.0,CBlock,TA,ALQ,1075,Gd,1507,0,2,4,TA,7,0,none,Basment,Unf,1,404,8,2008,127000,0
90,90.4186046511628,18890,Sawyer,1.5Fin,5,5,1977,Plywood,Plywood,None,1.0,CBlock,Gd,GLQ,1361,Ex,2620,0,2,4,TA,12,1,TA,BuiltIn,RFn,2,600,8,2007,190000,324
90,70.0,7728,NAmes,SLvl,5,6,1962,Wd Sdng,Wd Sdng,BrkFace,120.0,CBlock,TA,ALQ,1106,TA,1190,1,1,3,TA,6,0,none,Attchd,Unf,2,540,5,2006,132500,18
20,90.4186046511628,12160,NAmes,1Story,5,5,1959,Plywood,Plywood,BrkFace,180.0,CBlock,TA,Rec,1188,Fa,1188,1,1,3,TA,6,0,none,Attchd,RFn,2,531,5,2010,142000,0
70,55.0,8525,SWISU,2Story,5,6,1911,MetalSd,MetalSd,None,0.0,PConc,TA,Unf,940,TA,1964,0,1,4,TA,7,0,none,none,none,0,0,11,2008,130000,192
70,96.0,13132,Crawfor,2Story,5,5,1914,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Gd,Unf,747,Gd,1784,0,1,4,TA,9,0,none,Detchd,Unf,1,180,7,2006,138887,243
160,36.0,2628,NridgHt,2Story,7,5,2003,VinylSd,Wd Shng,Stone,106.0,PConc,Gd,Unf,764,Ex,1626,0,2,2,Gd,6,0,none,BuiltIn,RFn,2,474,6,2010,175500,27
60,41.0,12393,CollgCr,2Story,7,5,2004,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,847,Ex,1948,0,2,4,Gd,8,1,Gd,BuiltIn,Fin,2,434,9,2006,195000,148
20,63.0,13072,SawyerW,1Story,6,5,2005,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,1141,Ex,1141,0,1,3,TA,6,0,none,Detchd,Unf,2,484,3,2006,142500,0
20,64.0,9037,Timber,1Story,8,5,2006,VinylSd,VinylSd,BrkFace,32.0,PConc,Gd,GLQ,1476,Ex,1484,0,2,2,Ex,6,1,Gd,Attchd,RFn,2,472,12,2007,265900,153
60,65.0,8158,CollgCr,2Story,7,5,2003,VinylSd,VinylSd,BrkFace,252.0,PConc,Gd,GLQ,884,Ex,1768,1,2,3,Gd,8,0,none,Attchd,RFn,2,543,7,2008,224900,63
20,83.0,9849,Somerst,1Story,7,6,2007,VinylSd,VinylSd,Stone,0.0,PConc,Gd,Unf,1689,Ex,1689,0,2,3,Gd,7,0,none,Attchd,RFn,3,954,6,2007,248328,56
85,85.0,10625,NWAmes,SFoyer,7,6,1974,Plywood,Plywood,BrkFace,81.0,CBlock,Gd,GLQ,1053,TA,1173,1,2,3,Gd,6,2,TA,Attchd,RFn,2,528,1,2010,170000,120
70,90.4186046511628,11435,Crawfor,2Story,8,7,1929,BrkFace,Stucco,None,0.0,PConc,Gd,Unf,792,Fa,1517,0,1,3,Gd,7,2,Gd,Detchd,Unf,2,400,6,2006,230000,0
80,78.0,12090,NWAmes,SLvl,6,7,1984,VinylSd,VinylSd,BrkFace,74.0,CBlock,Gd,Unf,585,Ex,1868,0,3,3,TA,7,1,TA,BuiltIn,Fin,2,477,1,2007,178000,527
60,65.0,8125,Somerst,2Story,7,5,2005,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,756,Ex,1553,0,2,3,Gd,6,0,none,Attchd,RFn,2,615,3,2006,186500,45
80,90.4186046511628,12328,Mitchel,SLvl,6,5,1976,HdBoard,HdBoard,BrkFace,335.0,CBlock,TA,GLQ,1012,TA,1034,1,1,3,TA,6,0,none,Attchd,Unf,3,888,5,2010,169900,0
75,60.0,9600,OldTown,2.5Unf,6,5,1917,AsbShng,AsbShng,None,0.0,BrkTil,Gd,Rec,735,Fa,2058,0,1,3,TA,8,1,Gd,Detchd,Unf,2,396,4,2008,129500,259
20,60.0,7200,NAmes,1Story,5,7,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,BLQ,876,TA,988,0,1,3,TA,6,0,none,Attchd,Unf,1,276,5,2007,119000,80
20,93.0,11160,NAmes,1Story,7,5,1968,BrkFace,BrkFace,None,0.0,CBlock,TA,ALQ,2110,Ex,2110,1,2,3,Ex,8,2,TA,Attchd,Fin,2,522,4,2010,244000,0
120,90.4186046511628,3136,NridgHt,1Story,7,5,2003,VinylSd,Wd Shng,Stone,163.0,PConc,Gd,Unf,1405,Ex,1405,0,2,2,Gd,6,1,Gd,Attchd,RFn,2,478,3,2006,171750,184
20,62.0,9858,Mitchel,1Story,5,6,1968,HdBoard,HdBoard,None,0.0,CBlock,TA,BLQ,864,TA,874,1,1,3,TA,5,0,none,Attchd,RFn,1,288,11,2009,130000,33
